_,USPS,ST,NAME,ZCTA5,LAT,LON
11945,Gold Coast,QLD,CHINGHEE CREEK,4285,-28.056979,152.975131
11946,Gold Coast,QLD,CHRISTMAS CREEK,4285,-28.056979,152.975131
11947,Gold Coast,QLD,CRYNA,4285,-28.056979,152.975131
11948,Gold Coast,QLD,DARLINGTON,4285,-28.056979,152.975131
21033,Gold Coast,QLD,FLINDERS LAKES,4285,-27.82923633,152.8889732
11949,Gold Coast,QLD,GLENEAGLE,4285,-28.056979,152.975131
11950,Gold Coast,QLD,HILLVIEW,4285,-28.056979,152.975131
11951,Gold Coast,QLD,ILBOGAN,4285,-28.056979,152.975131
11952,Gold Coast,QLD,INNISPLAIN,4285,-28.056979,152.975131
11953,Gold Coast,QLD,JOSEPHVILLE,4285,-28.056979,152.975131
11954,Gold Coast,QLD,KAGARU,4285,-28.056979,152.975131
11955,Gold Coast,QLD,KERRY,4285,-28.056979,152.975131
11956,Gold Coast,QLD,KNAPP CREEK,4285,-28.056979,152.975131
11957,Gold Coast,QLD,KOORALBYN,4285,-28.056979,152.975131
11958,Gold Coast,QLD,LAMINGTON,4285,-28.056979,152.975131
11959,Gold Coast,QLD,LARAVALE,4285,-28.056979,152.975131
21034,Gold Coast,QLD,MONARCH GLEN,4285,-27.81431835,152.917364
11960,Gold Coast,QLD,MOUNT GIPPS,4285,-28.056979,152.975131
11961,Gold Coast,QLD,MUNDOOLUN,4285,-28.056979,152.975131
11962,Gold Coast,QLD,NINDOOINBAH,4285,-28.056979,152.975131
11963,Gold Coast,QLD,OAKY CREEK,4285,-28.056979,152.975131
11964,Gold Coast,QLD,TABOOBA,4285,-28.056979,152.975131
11965,Gold Coast,QLD,TABRAGALBA,4285,-28.056979,152.975131
11966,Gold Coast,QLD,TAMROOKUM,4285,-28.056979,152.975131
11967,Gold Coast,QLD,TAMROOKUM CREEK,4285,-28.056979,152.975131
11968,Gold Coast,QLD,UNDULLAH,4285,-28.056979,152.975131
11969,Gold Coast,QLD,VERESDALE,4285,-28.056979,152.975131
11970,Gold Coast,QLD,VERESDALE SCRUB,4285,-28.056979,152.975131
11971,Gold Coast,QLD,WOODHILL,4285,-28.056979,152.975131
11972,Brisbane South,QLD,BARNEY VIEW,4287,-28.259143,152.822971
11973,Brisbane South,QLD,MOUNT BARNEY,4287,-28.259143,152.822971
11974,Brisbane South,QLD,MOUNT LINDESAY,4287,-28.259143,152.822971
11975,Brisbane South,QLD,PALEN CREEK,4287,-28.259143,152.822971
11976,Brisbane South,QLD,RATHDOWNEY,4287,-28.259143,152.822971
11977,Brisbane South,QLD,RUNNING CREEK,4287,-28.259143,152.822971
11978,Darling Downs and West Moreton,QLD,AUGUSTINE HEIGHTS,4300,-27.682273,152.884999
11979,Darling Downs and West Moreton,QLD,BELLBIRD PARK,4300,-27.682273,152.884999
11980,Darling Downs and West Moreton,QLD,BROOKWATER,4300,-27.682273,152.884999
11981,Darling Downs and West Moreton,QLD,CAMIRA,4300,-27.682273,152.884999
11982,Darling Downs and West Moreton,QLD,CAROLE PARK,4300,-27.682273,152.884999
11983,Darling Downs and West Moreton,QLD,GAILES,4300,-27.682273,152.884999
11984,Darling Downs and West Moreton,QLD,GOODNA,4300,-27.682273,152.884999
11985,Darling Downs and West Moreton,QLD,GOODNA DC,4300,-27.682273,152.884999
11986,Darling Downs and West Moreton,QLD,GOODNA EAST,4300,-27.682273,152.884999
11987,Darling Downs and West Moreton,QLD,OPOSSUM CREEK,4300,-27.682273,152.884999
21035,Darling Downs and West Moreton,QLD,SPRING MOUNTAIN,4300,-27.70564619,152.8810374
11988,Darling Downs and West Moreton,QLD,SPRINGFIELD,4300,-27.682273,152.884999
21036,Darling Downs and West Moreton,QLD,SPRINGFIELD CENTRAL,4300,-27.68100428,152.9036083
11989,Darling Downs and West Moreton,QLD,SPRINGFIELD LAKES,4300,-27.682273,152.884999
11990,Darling Downs and West Moreton,QLD,COLLINGWOOD PARK,4301,-27.629394,152.858086
11991,Darling Downs and West Moreton,QLD,GREENWOOD VILLAGE,4301,-27.629394,152.858086
11992,Darling Downs and West Moreton,QLD,REDBANK,4301,-27.629394,152.858086
11993,Darling Downs and West Moreton,QLD,REDBANK PLAINS,4301,-27.629394,152.858086
11994,Darling Downs and West Moreton,QLD,DINMORE,4303,-27.604588,152.840187
11995,Darling Downs and West Moreton,QLD,NEW CHUM,4303,-27.604588,152.840187
11996,Darling Downs and West Moreton,QLD,RIVERVIEW,4303,-27.604588,152.840187
11997,Darling Downs and West Moreton,QLD,BLACKSTONE,4304,-27.620656,152.80457
11998,Darling Downs and West Moreton,QLD,BOOVAL,4304,-27.620656,152.80457
11999,Darling Downs and West Moreton,QLD,BOOVAL BC,4304,-27.620656,152.80457
12000,Darling Downs and West Moreton,QLD,BOOVAL DC,4304,-27.620656,152.80457
12001,Darling Downs and West Moreton,QLD,BOOVAL FAIR,4304,-27.620656,152.80457
12002,Darling Downs and West Moreton,QLD,BUNDAMBA,4304,-27.620656,152.80457
12003,Darling Downs and West Moreton,QLD,EBBW VALE,4304,-27.620656,152.80457
12004,Darling Downs and West Moreton,QLD,NORTH BOOVAL,4304,-27.620656,152.80457
12005,Darling Downs and West Moreton,QLD,SILKSTONE,4304,-27.620656,152.80457
12006,Darling Downs and West Moreton,QLD,BASIN POCKET,4305,-27.627522,152.753696
12007,Darling Downs and West Moreton,QLD,BRASSALL,4305,-27.627522,152.753696
12008,Darling Downs and West Moreton,QLD,BRASSALL HEIGHTS,4305,-27.627522,152.753696
12009,Darling Downs and West Moreton,QLD,BREMER,4305,-27.627522,152.753696
12010,Darling Downs and West Moreton,QLD,CHURCHILL,4305,-27.627522,152.753696
12011,Darling Downs and West Moreton,QLD,COALFALLS,4305,-27.627522,152.753696
12012,Darling Downs and West Moreton,QLD,EAST IPSWICH,4305,-27.627522,152.753696
12013,Darling Downs and West Moreton,QLD,EASTERN HEIGHTS,4305,-27.627522,152.753696
12014,Darling Downs and West Moreton,QLD,FLINDERS VIEW,4305,-27.627522,152.753696
12015,Darling Downs and West Moreton,QLD,IPSWICH,4305,-27.627522,152.753696
12016,Darling Downs and West Moreton,QLD,LEICHHARDT,4305,-27.627522,152.753696
12017,Darling Downs and West Moreton,QLD,LIMESTONE RIDGES,4305,-27.627522,152.753696
12018,Darling Downs and West Moreton,QLD,MOORES POCKET,4305,-27.627522,152.753696
12019,Darling Downs and West Moreton,QLD,NEWTOWN,4305,-27.627522,152.753696
12020,Darling Downs and West Moreton,QLD,NORTH IPSWICH,4305,-27.627522,152.753696
12021,Darling Downs and West Moreton,QLD,NORTH TIVOLI,4305,-27.627522,152.753696
12022,Darling Downs and West Moreton,QLD,ONE MILE,4305,-27.627522,152.753696
12023,Darling Downs and West Moreton,QLD,RACEVIEW,4305,-27.627522,152.753696
12024,Darling Downs and West Moreton,QLD,RAYMONDS HILL,4305,-27.627522,152.753696
12025,Darling Downs and West Moreton,QLD,SADLIERS CROSSING,4305,-27.627522,152.753696
12026,Darling Downs and West Moreton,QLD,TIVOLI,4305,-27.627522,152.753696
12027,Darling Downs and West Moreton,QLD,WEST IPSWICH,4305,-27.627522,152.753696
12028,Darling Downs and West Moreton,QLD,WOODEND,4305,-27.627522,152.753696
12029,Darling Downs and West Moreton,QLD,WULKURAKA,4305,-27.627522,152.753696
12030,Darling Downs and West Moreton,QLD,YAMANTO,4305,-27.627522,152.753696
12031,Darling Downs and West Moreton,QLD,AMBERLEY,4306,-27.480898,152.725408
12032,Darling Downs and West Moreton,QLD,AVOCA VALE,4306,-27.480898,152.725408
12033,Darling Downs and West Moreton,QLD,BANKS CREEK,4306,-27.480898,152.725408
12034,Darling Downs and West Moreton,QLD,BARELLAN POINT,4306,-27.480898,152.725408
12035,Darling Downs and West Moreton,QLD,BELLHAVEN,4306,-27.480898,152.725408
12036,Darling Downs and West Moreton,QLD,BENARKIN,4306,-27.480898,152.725408
12037,Darling Downs and West Moreton,QLD,BENARKIN NORTH,4306,-27.480898,152.725408
12038,Darling Downs and West Moreton,QLD,BLACKBUTT,4306,-27.480898,152.725408
9807,Darling Downs and West Moreton,QLD,BLACKBUTT NORTH,4306,-27.480898,152.725408
9808,Darling Downs and West Moreton,QLD,BLACKBUTT SOUTH,4306,-27.480898,152.725408
9809,Darling Downs and West Moreton,QLD,BLACKSOIL,4306,-27.480898,152.725408
9810,Darling Downs and West Moreton,QLD,BLACKWALL,4306,-27.480898,152.725408
9811,Darling Downs and West Moreton,QLD,BORALLON,4306,-27.480898,152.725408
9812,Darling Downs and West Moreton,QLD,CHERRY CREEK,4306,-27.480898,152.725408
9813,Darling Downs and West Moreton,QLD,CHUWAR,4306,-27.480898,152.725408
9814,Darling Downs and West Moreton,QLD,COLINTON,4306,-27.480898,152.725408
9815,Darling Downs and West Moreton,QLD,DEEBING HEIGHTS,4306,-27.480898,152.725408
9816,Darling Downs and West Moreton,QLD,DUNDAS,4306,-27.480898,152.725408
9817,Darling Downs and West Moreton,QLD,ENGLAND CREEK,4306,-27.480898,152.725408
11769,Darling Downs and West Moreton,QLD,FAIRNEY VIEW,4306,-27.480898,152.725408
11770,Darling Downs and West Moreton,QLD,FERNVALE,4306,-27.480898,152.725408
11771,Darling Downs and West Moreton,QLD,FOREST GLADE,4306,-27.480898,152.725408
11772,Darling Downs and West Moreton,QLD,GLAMORGAN VALE,4306,-27.480898,152.725408
11773,Darling Downs and West Moreton,QLD,GOOGA CREEK,4306,-27.480898,152.725408
11774,Darling Downs and West Moreton,QLD,GOOLMAN,4306,-27.480898,152.725408
11775,Darling Downs and West Moreton,QLD,HAIGSLEA,4306,-27.480898,152.725408
11776,Darling Downs and West Moreton,QLD,HARLIN,4306,-27.480898,152.725408
11777,Darling Downs and West Moreton,QLD,HOLTS HILL,4306,-27.480898,152.725408
11778,Darling Downs and West Moreton,QLD,IRONBARK,4306,-27.480898,152.725408
11779,Darling Downs and West Moreton,QLD,KARALEE,4306,-27.480898,152.725408
11780,Darling Downs and West Moreton,QLD,KARANA DOWNS,4306,-27.480898,152.725408
11781,Darling Downs and West Moreton,QLD,KARRABIN,4306,-27.480898,152.725408
11782,Darling Downs and West Moreton,QLD,KHOLO,4306,-27.480898,152.725408
11783,Darling Downs and West Moreton,QLD,LAKE MANCHESTER,4306,-27.480898,152.725408
11784,Darling Downs and West Moreton,QLD,LARK HILL,4306,-27.480898,152.725408
11785,Darling Downs and West Moreton,QLD,LINVILLE,4306,-27.480898,152.725408
11786,Darling Downs and West Moreton,QLD,LOAMSIDE,4306,-27.480898,152.725408
11787,Darling Downs and West Moreton,QLD,MONSILDALE,4306,-27.480898,152.725408
11788,Darling Downs and West Moreton,QLD,MOORE,4306,-27.480898,152.725408
11789,Darling Downs and West Moreton,QLD,MOUNT BINGA,4306,-27.480898,152.725408
11790,Darling Downs and West Moreton,QLD,MOUNT CROSBY,4306,-27.480898,152.725408
11791,Darling Downs and West Moreton,QLD,MOUNT MARROW,4306,-27.480898,152.725408
11792,Darling Downs and West Moreton,QLD,MOUNT STANLEY,4306,-27.480898,152.725408
11793,Darling Downs and West Moreton,QLD,MUIRLEA,4306,-27.480898,152.725408
11794,Darling Downs and West Moreton,QLD,NUKKU,4306,-27.480898,152.725408
11795,Darling Downs and West Moreton,QLD,PEAK CROSSING,4306,-27.480898,152.725408
11796,Darling Downs and West Moreton,QLD,PINE MOUNTAIN,4306,-27.480898,152.725408
11797,Darling Downs and West Moreton,QLD,PURGA,4306,-27.480898,152.725408
11798,Darling Downs and West Moreton,QLD,RIPLEY,4306,-27.480898,152.725408
11799,Darling Downs and West Moreton,QLD,SOUTH RIPLEY,4306,-27.480898,152.725408
11800,Darling Downs and West Moreton,QLD,SPLIT YARD CREEK,4306,-27.480898,152.725408
11801,Darling Downs and West Moreton,QLD,SWANBANK,4306,-27.480898,152.725408
11802,Darling Downs and West Moreton,QLD,TAROMEO,4306,-27.480898,152.725408
11803,Darling Downs and West Moreton,QLD,TEELAH,4306,-27.480898,152.725408
11804,Darling Downs and West Moreton,QLD,THAGOONA,4306,-27.480898,152.725408
11805,Darling Downs and West Moreton,QLD,VERNOR,4306,-27.480898,152.725408
11806,Darling Downs and West Moreton,QLD,WALLOON,4306,-27.480898,152.725408
11807,Darling Downs and West Moreton,QLD,WANORA,4306,-27.480898,152.725408
21037,Darling Downs and West Moreton,QLD,WASHPOOL,4306,-27.83879693,152.7654284
11808,Darling Downs and West Moreton,QLD,WEST AMBERLEY,4306,-27.480898,152.725408
21038,Darling Downs and West Moreton,QLD,WHITE ROCK,4306,-27.69435236,152.8491674
11809,Darling Downs and West Moreton,QLD,WILLOWBANK,4306,-27.480898,152.725408
11810,Darling Downs and West Moreton,QLD,WIVENHOE,4306,-27.480898,152.725408
11811,Darling Downs and West Moreton,QLD,WIVENHOE POCKET,4306,-27.480898,152.725408
11812,Darling Downs and West Moreton,QLD,COLEYVILLE,4307,-27.851804,152.592399
11813,Darling Downs and West Moreton,QLD,HARRISVILLE,4307,-27.851804,152.592399
11814,Darling Downs and West Moreton,QLD,MUTDAPILLY,4307,-27.851804,152.592399
11815,Darling Downs and West Moreton,QLD,RADFORD,4307,-27.851804,152.592399
11816,Darling Downs and West Moreton,QLD,SILVERDALE,4307,-27.851804,152.592399
11817,Darling Downs and West Moreton,QLD,WARRILL VIEW,4307,-27.851804,152.592399
11818,Darling Downs and West Moreton,QLD,WILSONS PLAINS,4307,-27.851804,152.592399
11819,Darling Downs and West Moreton,QLD,ARATULA,4309,-27.98728,152.523366
11820,Darling Downs and West Moreton,QLD,CHARLWOOD,4309,-27.98728,152.523366
11821,Darling Downs and West Moreton,QLD,CLUMBER,4309,-27.98728,152.523366
11822,Darling Downs and West Moreton,QLD,FASSIFERN,4309,-27.98728,152.523366
11823,Darling Downs and West Moreton,QLD,FASSIFERN VALLEY,4309,-27.98728,152.523366
11824,Darling Downs and West Moreton,QLD,FRAZERVIEW,4309,-27.98728,152.523366
11825,Darling Downs and West Moreton,QLD,KALBAR,4309,-27.98728,152.523366
11826,Darling Downs and West Moreton,QLD,KENTS LAGOON,4309,-27.98728,152.523366
11827,Darling Downs and West Moreton,QLD,KULGUN,4309,-27.98728,152.523366
11828,Darling Downs and West Moreton,QLD,MILORA,4309,-27.98728,152.523366
11829,Darling Downs and West Moreton,QLD,MOOGERAH,4309,-27.98728,152.523366
11830,Darling Downs and West Moreton,QLD,MORWINCHA,4309,-27.98728,152.523366
11831,Darling Downs and West Moreton,QLD,MOUNT EDWARDS,4309,-27.98728,152.523366
11832,Darling Downs and West Moreton,QLD,MUNBILLA,4309,-27.98728,152.523366
11833,Darling Downs and West Moreton,QLD,OBUM OBUM,4309,-27.98728,152.523366
11834,Darling Downs and West Moreton,QLD,TAROME,4309,-27.98728,152.523366
11835,Darling Downs and West Moreton,QLD,TEVIOTVILLE,4309,-27.98728,152.523366
11836,Darling Downs and West Moreton,QLD,WASHPOOL,4309,-27.98728,152.523366
11837,Darling Downs and West Moreton,QLD,ALLANDALE,4310,-28.121399,152.600598
11838,Darling Downs and West Moreton,QLD,ANTHONY,4310,-28.121399,152.600598
11839,Darling Downs and West Moreton,QLD,BLANTYRE,4310,-28.121399,152.600598
11840,Darling Downs and West Moreton,QLD,BOONAH,4310,-28.121399,152.600598
11841,Darling Downs and West Moreton,QLD,BUNBURRA,4310,-28.121399,152.600598
11842,Darling Downs and West Moreton,QLD,BUNJURGEN,4310,-28.121399,152.600598
11843,Darling Downs and West Moreton,QLD,BURNETT CREEK,4310,-28.121399,152.600598
11844,Darling Downs and West Moreton,QLD,CANNON CREEK,4310,-28.121399,152.600598
11845,Darling Downs and West Moreton,QLD,CARNEYS CREEK,4310,-28.121399,152.600598
11846,Darling Downs and West Moreton,QLD,COOCHIN,4310,-28.121399,152.600598
11847,Darling Downs and West Moreton,QLD,COULSON,4310,-28.121399,152.600598
11848,Darling Downs and West Moreton,QLD,CROFTBY,4310,-28.121399,152.600598
11849,Darling Downs and West Moreton,QLD,DUGANDAN,4310,-28.121399,152.600598
11850,Darling Downs and West Moreton,QLD,FRENCHES CREEK,4310,-28.121399,152.600598
11851,Darling Downs and West Moreton,QLD,HOYA,4310,-28.121399,152.600598
11852,Darling Downs and West Moreton,QLD,KENTS POCKET,4310,-28.121399,152.600598
11853,Darling Downs and West Moreton,QLD,LAKE MOOGERAH,4310,-28.121399,152.600598
11854,Darling Downs and West Moreton,QLD,MAROON,4310,-28.121399,152.600598
11855,Darling Downs and West Moreton,QLD,MAROON DAM,4310,-28.121399,152.600598
11856,Darling Downs and West Moreton,QLD,MILBONG,4310,-28.121399,152.600598
11857,Darling Downs and West Moreton,QLD,MILFORD,4310,-28.121399,152.600598
11858,Darling Downs and West Moreton,QLD,MOUNT ALFORD,4310,-28.121399,152.600598
11859,Darling Downs and West Moreton,QLD,MOUNT FRENCH,4310,-28.121399,152.600598
11860,Darling Downs and West Moreton,QLD,ROADVALE,4310,-28.121399,152.600598
11861,Darling Downs and West Moreton,QLD,TEMPLIN,4310,-28.121399,152.600598
11862,Darling Downs and West Moreton,QLD,WALLACES CREEK,4310,-28.121399,152.600598
11863,Darling Downs and West Moreton,QLD,WOOLOOMAN,4310,-28.121399,152.600598
11864,Darling Downs and West Moreton,QLD,WYARALONG,4310,-28.121399,152.600598
11865,Darling Downs and West Moreton,QLD,ATKINSONS DAM,4311,-27.418572,152.438771
11866,Darling Downs and West Moreton,QLD,BRIGHTVIEW,4311,-27.418572,152.438771
11867,Darling Downs and West Moreton,QLD,BUARABA,4311,-27.418572,152.438771
11868,Darling Downs and West Moreton,QLD,BUARABA SOUTH,4311,-27.418572,152.438771
11869,Darling Downs and West Moreton,QLD,CHURCHABLE,4311,-27.418572,152.438771
11870,Darling Downs and West Moreton,QLD,CLARENDON,4311,-27.418572,152.438771
11871,Darling Downs and West Moreton,QLD,COOLANA,4311,-27.418572,152.438771
11872,Darling Downs and West Moreton,QLD,COOMINYA,4311,-27.418572,152.438771
22873,Darling Downs and West Moreton,QLD,LAKE WIVENHOE,4311,-27.4026,152.427
11873,Darling Downs and West Moreton,QLD,LOCKYER WATERS,4311,-27.418572,152.438771
11874,Darling Downs and West Moreton,QLD,LOWOOD,4311,-27.418572,152.438771
11875,Darling Downs and West Moreton,QLD,MINDEN,4311,-27.418572,152.438771
11876,Darling Downs and West Moreton,QLD,MOUNT TARAMPA,4311,-27.418572,152.438771
11877,Darling Downs and West Moreton,QLD,PATRICK ESTATE,4311,-27.418572,152.438771
11878,Darling Downs and West Moreton,QLD,PRENZLAU,4311,-27.418572,152.438771
11879,Darling Downs and West Moreton,QLD,RIFLE RANGE,4311,-27.418572,152.438771
11880,Darling Downs and West Moreton,QLD,TARAMPA,4311,-27.418572,152.438771
11881,Darling Downs and West Moreton,QLD,WIVENHOE HILL,4311,-27.418572,152.438771
11882,Darling Downs and West Moreton,QLD,BRYDEN,4312,-27.256065,152.482636
11883,Darling Downs and West Moreton,QLD,CABOONBAH,4312,-27.256065,152.482636
11884,Darling Downs and West Moreton,QLD,COAL CREEK,4312,-27.256065,152.482636
11885,Darling Downs and West Moreton,QLD,CROSSDALE,4312,-27.256065,152.482636
11886,Darling Downs and West Moreton,QLD,ESK,4312,-27.256065,152.482636
11887,Darling Downs and West Moreton,QLD,ESKDALE,4312,-27.256065,152.482636
11888,Darling Downs and West Moreton,QLD,GLEN ESK,4312,-27.256065,152.482636
11889,Darling Downs and West Moreton,QLD,MOOMBRA,4312,-27.256065,152.482636
11890,Darling Downs and West Moreton,QLD,MOUNT BYRON,4312,-27.256065,152.482636
11891,Darling Downs and West Moreton,QLD,MOUNT HALLEN,4312,-27.256065,152.482636
11892,Darling Downs and West Moreton,QLD,MURRUMBA,4312,-27.256065,152.482636
11893,Darling Downs and West Moreton,QLD,REDBANK CREEK,4312,-27.256065,152.482636
11894,Darling Downs and West Moreton,QLD,SOMERSET DAM,4312,-27.256065,152.482636
11895,Darling Downs and West Moreton,QLD,BIARRA,4313,-27.089517,152.321536
11896,Darling Downs and West Moreton,QLD,BRAEMORE,4313,-27.089517,152.321536
11897,Darling Downs and West Moreton,QLD,COOEEIMBARDI,4313,-27.089517,152.321536
11898,Darling Downs and West Moreton,QLD,CRESSBROOK,4313,-27.089517,152.321536
11899,Darling Downs and West Moreton,QLD,FULHAM,4313,-27.089517,152.321536
9669,Darling Downs and West Moreton,QLD,GREGORS CREEK,4313,-27.089517,152.321536
9670,Darling Downs and West Moreton,QLD,IVORY CREEK,4313,-27.089517,152.321536
9671,Darling Downs and West Moreton,QLD,LOWER CRESSBROOK,4313,-27.089517,152.321536
9672,Darling Downs and West Moreton,QLD,MOUNT BEPPO,4313,-27.089517,152.321536
9673,Darling Downs and West Moreton,QLD,OTTABA,4313,-27.089517,152.321536
9674,Darling Downs and West Moreton,QLD,SCRUB CREEK,4313,-27.089517,152.321536
9675,Darling Downs and West Moreton,QLD,TOOGOOLAWAH,4313,-27.089517,152.321536
9676,Darling Downs and West Moreton,QLD,YIMBUN,4313,-27.089517,152.321536
21039,,QLD,AVOCA VALE,4314,-26.73342733,152.2258022
16676,,QLD,BENARKIN,4314,-26.8824,152.1391
21040,,QLD,BENARKIN NORTH,4314,-26.85210016,152.1505357
16678,,QLD,BLACKBUTT,4314,-26.883,152.1011
21041,,QLD,BLACKBUTT NORTH,4314,-26.86769039,152.1163598
21042,,QLD,BLACKBUTT SOUTH,4314,-26.90734563,152.0833751
21043,,QLD,CHERRY CREEK,4314,-26.92847151,152.1150297
16682,,QLD,COLINTON,4314,-26.9662,152.221
16683,,QLD,GILLA,4314,-26.9019,152.0092
21044,,QLD,GOOGA CREEK,4314,-26.96546369,152.054265
16685,,QLD,HARLIN,4314,-26.9666,152.3502
16686,,QLD,LINVILLE,4314,-26.8097,152.237
16687,,QLD,MOORE,4314,-26.8816,152.2625
21045,,QLD,MOUNT BINGA,4314,-27.00654199,151.9393226
21046,,QLD,MOUNT STANLEY,4314,-26.58605216,152.2017374
16690,,QLD,NUKKU,4314,-26.8488,152.0625
16691,,QLD,TAROMEO,4314,-26.8294,152.1247
16692,,QLD,TEELAH,4314,-26.7728,152.0973
9677,Darling Downs and West Moreton,QLD,ASHWELL,4340,-27.803453,152.472702
9678,Darling Downs and West Moreton,QLD,CALVERT,4340,-27.803453,152.472702
9679,Darling Downs and West Moreton,QLD,EBENEZER,4340,-27.803453,152.472702
9680,Darling Downs and West Moreton,QLD,GRANDCHESTER,4340,-27.803453,152.472702
9681,Darling Downs and West Moreton,QLD,JEEBROPILLY,4340,-27.803453,152.472702
9682,Darling Downs and West Moreton,QLD,LANEFIELD,4340,-27.803453,152.472702
9683,Darling Downs and West Moreton,QLD,LOWER MOUNT WALKER,4340,-27.803453,152.472702
9684,Darling Downs and West Moreton,QLD,MERRYVALE,4340,-27.803453,152.472702
9685,Darling Downs and West Moreton,QLD,MOORANG,4340,-27.803453,152.472702
9686,Darling Downs and West Moreton,QLD,MOUNT FORBES,4340,-27.803453,152.472702
9687,Darling Downs and West Moreton,QLD,MOUNT MORT,4340,-27.803453,152.472702
9688,Darling Downs and West Moreton,QLD,MOUNT WALKER,4340,-27.803453,152.472702
9689,Darling Downs and West Moreton,QLD,MOUNT WALKER WEST,4340,-27.803453,152.472702
9690,Darling Downs and West Moreton,QLD,ROSEVALE,4340,-27.803453,152.472702
9691,Darling Downs and West Moreton,QLD,ROSEWOOD,4340,-27.803453,152.472702
9692,Darling Downs and West Moreton,QLD,TALLEGALLA,4340,-27.803453,152.472702
9693,Darling Downs and West Moreton,QLD,THE BLUFF,4340,-27.803453,152.472702
9694,Darling Downs and West Moreton,QLD,WOOLSHED,4340,-27.803453,152.472702
9695,Darling Downs and West Moreton,QLD,BLENHEIM,4341,-27.68768,152.396656
9696,Darling Downs and West Moreton,QLD,HATTON VALE,4341,-27.68768,152.396656
9697,Darling Downs and West Moreton,QLD,KENSINGTON GROVE,4341,-27.68768,152.396656
9698,Darling Downs and West Moreton,QLD,KENTVILLE,4341,-27.68768,152.396656
9699,Darling Downs and West Moreton,QLD,LAIDLEY,4341,-27.68768,152.396656
9700,Darling Downs and West Moreton,QLD,LAIDLEY CREEK WEST,4341,-27.68768,152.396656
9701,Darling Downs and West Moreton,QLD,LAIDLEY HEIGHTS,4341,-27.68768,152.396656
9702,Darling Downs and West Moreton,QLD,LAIDLEY NORTH,4341,-27.68768,152.396656
9703,Darling Downs and West Moreton,QLD,LAIDLEY SOUTH,4341,-27.68768,152.396656
9704,Darling Downs and West Moreton,QLD,MOUNT BERRYMAN,4341,-27.68768,152.396656
9705,Darling Downs and West Moreton,QLD,MULGOWIE,4341,-27.68768,152.396656
9706,Darling Downs and West Moreton,QLD,PLAINLAND,4341,-27.68768,152.396656
9707,Darling Downs and West Moreton,QLD,REGENCY DOWNS,4341,-27.68768,152.396656
9708,Darling Downs and West Moreton,QLD,SUMMERHOLM,4341,-27.68768,152.396656
9709,Darling Downs and West Moreton,QLD,THORNTON,4341,-27.68768,152.396656
9710,Darling Downs and West Moreton,QLD,TOWNSON,4341,-27.68768,152.396656
9711,Darling Downs and West Moreton,QLD,CROWLEY VALE,4342,-27.543847,152.377687
9712,Darling Downs and West Moreton,QLD,FOREST HILL,4342,-27.543847,152.377687
9713,Darling Downs and West Moreton,QLD,GLEN CAIRN,4342,-27.543847,152.377687
9714,Darling Downs and West Moreton,QLD,GLENORE GROVE,4342,-27.543847,152.377687
9715,Darling Downs and West Moreton,QLD,LOCKROSE,4342,-27.543847,152.377687
9716,Darling Downs and West Moreton,QLD,LYNFORD,4342,-27.543847,152.377687
9717,Darling Downs and West Moreton,QLD,ADARE,4343,-27.656074,152.224616
9718,Darling Downs and West Moreton,QLD,BLACK DUCK CREEK,4343,-27.656074,152.224616
9719,Darling Downs and West Moreton,QLD,CAFFEY,4343,-27.656074,152.224616
9720,Darling Downs and West Moreton,QLD,COLLEGE VIEW,4343,-27.656074,152.224616
9721,Darling Downs and West Moreton,QLD,EAST HALDON,4343,-27.656074,152.224616
9722,Darling Downs and West Moreton,QLD,FORDSDALE,4343,-27.656074,152.224616
9723,Darling Downs and West Moreton,QLD,GATTON,4343,-27.656074,152.224616
9724,Darling Downs and West Moreton,QLD,INGOLDSBY,4343,-27.656074,152.224616
9725,Darling Downs and West Moreton,QLD,JUNCTION VIEW,4343,-27.656074,152.224616
9726,Darling Downs and West Moreton,QLD,LAKE CLARENDON,4343,-27.656074,152.224616
9727,Darling Downs and West Moreton,QLD,LAWES,4343,-27.656074,152.224616
9728,Darling Downs and West Moreton,QLD,LEFTHAND BRANCH,4343,-27.656074,152.224616
9729,Darling Downs and West Moreton,QLD,LOWER TENTHILL,4343,-27.656074,152.224616
9730,Darling Downs and West Moreton,QLD,MORTON VALE,4343,-27.656074,152.224616
9731,Darling Downs and West Moreton,QLD,MOUNT SYLVIA,4343,-27.656074,152.224616
9732,Darling Downs and West Moreton,QLD,PLACID HILLS,4343,-27.656074,152.224616
9733,Darling Downs and West Moreton,QLD,RINGWOOD,4343,-27.656074,152.224616
9734,Darling Downs and West Moreton,QLD,ROCKSIDE,4343,-27.656074,152.224616
9735,Darling Downs and West Moreton,QLD,ROPELEY,4343,-27.656074,152.224616
9736,Darling Downs and West Moreton,QLD,SPRING CREEK,4343,-27.656074,152.224616
9737,Darling Downs and West Moreton,QLD,UPPER TENTHILL,4343,-27.656074,152.224616
9738,Darling Downs and West Moreton,QLD,VINEGAR HILL,4343,-27.656074,152.224616
9739,Darling Downs and West Moreton,QLD,WOODBINE,4343,-27.656074,152.224616
9740,Darling Downs and West Moreton,QLD,WOODLANDS,4343,-27.656074,152.224616
9741,Darling Downs and West Moreton,QLD,CARPENDALE,4344,-27.572999,152.060385
9742,Darling Downs and West Moreton,QLD,EGYPT,4344,-27.572999,152.060385
